Repeat,Seed,Dataset,TargetPair,FaultType,RunLevelN,FullMAE,MedianReplacementMAE,SingleMaskTrainMAE,MultiMaskTrainMAE,SingleSQTR_MAE,SubsetRoutingMAE,OraclePairExclusionMAE,ExactSetDetectionRate,BothTargetDetectedRate,ExtraChannelTriggerRate,MeanDurationFraction,MeanSeverity
5,2026081505,NUAA,force_z+vibration_y,Dropout,152,0.0571043431317511,0.0410195280700159,0.0394124397335284,0.0412152300733743,0.0519096397717053,0.0417378539106281,0.040833826260722,0.907894736842105,0.914473684210526,0.00657894736842105,0.400073300460244,0.400073300460244
5,2026081505,NUAA,force_z+vibration_y,Bias,152,0.0631737591926067,0.0447488186587547,0.0436179236982887,0.0438463792776914,0.0449815757802565,0.0436591015569126,0.040833826260722,0.296052631578947,0.302631578947368,0.00657894736842105,0.594107234233777,1.68123797511587
5,2026081505,NUAA,force_z+vibration_y,Noise,152,0.0832537424639382,0.0447631908137257,0.0438934468235343,0.0454372409831144,0.0465646829086762,0.0448823137901157,0.040833826260722,0.0394736842105263,0.0394736842105263,0.00657894736842105,0.592248823965863,1.05689314739576
5,2026081505,NUAA,vibration_x+vibration_y,Saturation,152,0.0474207235333472,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0379079347632138,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.390050017372258,0.390050017372258
5,2026081505,NUAA,vibration_x+vibration_y,Dropout,152,0.0421333064672972,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0397968677676692,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.405713232205148,0.405713232205148
5,2026081505,NUAA,vibration_x+vibration_y,Bias,152,0.051578619939024,0.0408650438058587,0.0404746856590359,0.0394906090875515,0.0414203318805866,0.0414647668805891,0.0379406954754658,0.0592105263157895,0.0592105263157895,0.0131578947368421,0.586350151115836,1.78867242939585
5,2026081505,NUAA,vibration_x+vibration_y,Noise,152,0.0407929449552166,0.0406285444165766,0.0406946353800253,0.0411061211356762,0.0406721912077024,0.0406721912077024,0.0379406954754658,0,0,0.0131578947368421,0.600683110900136,1.11888185940305
5,2026081505,PHM2010,force_z+vibration_x,Saturation,945,0.0259926591989705,0.0136915375033421,0.01196071396682,0.0128342106137564,0.0151324252619592,0.0114857559756938,0.0114861988707107,0.991534391534391,1,0.00846560846560847,0.404353981948989,0.404353981948989
5,2026081505,PHM2010,force_z+vibration_x,Dropout,945,0.0219318120624301,0.0143169254513329,0.0120781460066572,0.012937279353104,0.0112514454385781,0.0118728716415186,0.0114861988707107,0.828571428571429,0.837037037037037,0.00846560846560847,0.40386704092675,0.40386704092675
5,2026081505,PHM2010,force_z+vibration_x,Bias,945,0.0168228257781826,0.0152069827750639,0.0141680138844365,0.0153882490981745,0.0151745522251885,0.0150169913159011,0.0114861988707107,0.104761904761905,0.104761904761905,0.00846560846560847,0.600601053631777,1.75875573942737
5,2026081505,PHM2010,force_z+vibration_x,Noise,945,0.0146310096018223,0.0144046461325966,0.0140981731309763,0.0143105035273899,0.0141050114055963,0.0140977737600604,0.0114861988707107,0.00211640211640212,0.00211640211640212,0.00846560846560847,0.602869152750058,1.12409250599741
5,2026081505,PHM2010,force_z+vibration_y,Saturation,945,0.0192138445261053,0.0136041246506154,0.0126408701501635,0.0134764210936959,0.011937989582713,0.012063596183814,0.0120501203448286,0.986243386243386,1,0.0137566137566138,0.403692528010192,0.403692528010192
5,2026081505,PHM2010,force_z+vibration_y,Dropout,945,0.0197362317674466,0.0138677317768832,0.0125221402696524,0.0133443123580507,0.0108020916471479,0.0117663882887727,0.0120501203448286,0.653968253968254,0.666666666666667,0.0137566137566138,0.398728214350688,0.398728214350688
